Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Total Energy Cost (USD),Per Capita Energy Cost (USD),Carbon Intensity (kg CO₂/kWh),Renewable Energy Consumption (TWh),Fossil Fuel Energy Consumption (TWh),Industrial Energy Consumption (TWh),Household Energy Consumption (TWh),Industrial Energy Cost (USD),Household Energy Cost (USD),Region
Australia,2007,7535.6,29897.12,24.74,11.55,57.27,36.11,261.5,0.41,3089596000000.0,12257.819199999998,3.4701948086416475e-05,1864.30744,870.3618000000001,4315.6381200000005,2721.10516,1769411629200.0,1115653115600.0,Australia/Oceania
Russia,2004,5201.42,5778.52,10.08,63.52,30.19,30.38,3097.79,0.22,1144312400000.0,1271.2744,0.0005955662107655217,524.303136,3303.941984,1570.308698,1580.191396,345467913560.0,347642107120.0,Asia
India,2015,956.2,7488.43,89.32,43.95,55.49,39.86,219.5,0.35,334670000000.0,2620.9505,0.0002295544865090985,854.07784,420.2499,530.5953800000001,381.14131999999995,185708383000.0,133399461999.99997,Asia
USA,2007,7380.14,43796.73,78.94,69.04,56.92,18.48,956.41,0.39,2878254600000.0,17080.724700000002,0.00012959239255623878,5825.882516,5095.248656000001,4200.775688,1363.849872,1638302518319.9998,531901450080.0,
India,2009,8348.97,15367.06,49.29,35.26,39.6,35.36,445.91,0.31,2588180699999.9995,4763.7886,5.3408983383579056e-05,4115.207313,2943.846822,3306.19212,2952.195792,1024919557200.0,915180695520.0,Asia
India,2007,9044.96,15619.84,65.78,59.24,36.48,28.37,2694.64,0.36,3256185600000.0,5623.1424,0.00029791618757849675,5949.7746879999995,5358.234304,3299.6014079999995,2566.055152,1187856506879.9998,923779854720.0,Asia
Brazil,2008,5762.72,19667.04,52.31,44.2,31.13,20.97,3400.82,0.3,1728816000000.0,5900.112,0.000590141460976761,3014.4788320000002,2547.12224,1793.934736,1208.442384,538180420800.0,362532715200.0,South America
Germany,2017,7560.5,48340.69,73.98,52.84,52.3,36.49,957.38,0.07,529235000000.00006,3383.8483000000006,0.0001266291911910588,5593.2579000000005,3994.9682000000003,3954.1414999999997,2758.82645,276789905000.0,193117851500.00003,Europe
Germany,2002,7545.24,4677.33,76.81,35.91,27.86,39.89,2370.35,0.17,1282690800000.0,795.1461,0.0003141517035906081,5795.498844,2709.495684,2102.1038639999997,3009.796236,357357656880.0,511665360120.00006,Europe
Japan,2016,1641.92,41028.82,24.79,15.68,44.88,11.74,149.85,0.37,607510400000.0,15180.6634,9.126510426817385e-05,407.031968,257.453056,736.8936960000001,192.76140800000002,272650667520.00003,71321720960.00002,Asia
Canada,2019,1725.78,17407.11,44.08,76.32,42.69,37.77,1360.07,0.16,276124800000.0,2785.1376,0.0007880900230620358,760.723824,1317.1152959999997,736.7354819999999,651.8271060000001,117877677119.99998,104292336960.00002,North America
Germany,2014,801.77,42548.67,58.96,68.53,29.96,16.09,939.04,0.25,200442500000.0,10637.1675,0.0011712087007495916,472.723592,549.452981,240.210292,129.00479299999998,60052573000.0,32251198249.999996,Europe
India,2020,3267.14,49591.9,88.17,31.83,59.32,16.16,871.52,0.29,947470599999.9999,14381.651,0.00026675318474261893,2880.637338,1039.9306619999998,1938.0674479999998,527.969824,562039559919.9999,153111248960.0,Asia
Australia,2016,4787.74,17759.04,63.03,77.11,53.85,11.25,1163.85,0.35,1675709000000.0,6215.664,0.00024308964145922711,3017.712522,3691.8263139999995,2578.19799,538.6207499999999,902369296500.0,188517262499.99997,Australia/Oceania
India,2007,9979.19,6903.14,81.3,31.03,20.82,37.67,4036.45,0.17,1696462300000.0,1173.5338000000002,0.00040448673689948784,8113.08147,3096.5426570000004,2077.667358,3759.1608730000003,353203450860.00006,639057348410.0001,Asia
Australia,2001,4366.83,7646.59,76.92,41.01,36.89,32.78,4751.27,0.32,1397385600000.0,2446.9088,0.001088036401691845,3358.965636,1790.836983,1610.9235870000002,1431.446874,515495547840.00006,458062999680.0,Australia/Oceania
Japan,2016,7289.8,38057.67,54.48,62.86,34.36,11.6,3544.96,0.32,2332736000000.0,12178.4544,0.0004862904332080441,3971.48304,4582.36828,2504.77528,845.6167999999999,801528089600.0,270597375999.99997,Asia
Australia,2017,6964.63,7673.62,80.96,31.63,55.31,29.01,407.66,0.43,2994790900000.0,3299.6566,5.8532901245292284e-05,5638.564447999999,2202.912469,3852.136853,2020.439163,1656418846790.0,868788840090.0,Australia/Oceania
Germany,2004,2124.37,13390.87,37.08,32.72,30.58,13.6,3159.41,0.3,637311000000.0,4017.261,0.0014872220940796565,787.7163959999999,695.0938639999999,649.632346,288.91432,194889703800.0,86674296000.0,Europe
Brazil,2008,679.22,10617.72,37.24,38.71,59.94,32.54,3683.87,0.18,122259600000.0,1911.1895999999997,0.005423677159094255,252.94152800000003,262.926062,407.124468,221.018188,73282404240.0,39783273840.0,South America
Australia,2008,5505.47,18106.09,71.38,42.79,28.0,22.27,600.07,0.29,1596586300000.0,5250.7661,0.00010899523564745608,3929.804486,2355.790613,1541.5316,1226.0681690000001,447044163999.99994,355559769010.00006,Australia/Oceania
India,2001,7033.03,4181.15,16.44,18.65,29.76,11.55,1506.9,0.1,703303000000.0,418.115,0.0002142604254496284,1156.230132,1311.660095,2093.029728,812.314965,209302972800.0,81231496500.0,Asia
Russia,2001,9982.69,42908.75,31.0,11.22,46.64,34.88,2170.49,0.32,3194460800000.0,13730.800000000001,0.00021742536330387902,3094.6339000000003,1120.0578180000002,4655.926616000001,3481.962272,1489896517120.0002,1114227927040.0,Asia
Germany,2018,3650.25,43077.24,56.73,74.34,26.44,27.17,1588.08,0.46,1679115000000.0,19815.5304,0.00043506061228682966,2070.786825,2713.59585,965.1261,991.7729250000001,443958006000.0,456215545500.00006,Europe
Russia,2022,8974.01,20940.18,40.71,34.72,55.55,33.19,2615.68,0.29,2602462900000.0,6072.6521999999995,0.0002914728198430802,3653.319471,3115.776272,4985.0625549999995,2978.473919,1445668140950.0,863757436510.0,Asia
UK,2002,3881.13,30798.33,84.96,17.12,24.4,30.24,698.05,0.18,698603400000.0,5543.6994,0.0001798574126607457,3297.408048,664.449456,946.99572,1173.653712,170459229600.0,211257668160.0,Europe
UK,2016,6925.18,32276.6,86.47,63.14,59.33,23.03,2251.51,0.23,1592791400000.0,7423.618,0.0003251193470783431,5988.203146000001,4372.558652,4108.709294,1594.868954,945003137620.0,366819859420.0,Europe
India,2013,6022.7,37588.28,47.72,30.65,54.99,30.96,3679.74,0.46,2770442000000.0,17290.6088,0.0006109784648081426,2874.03244,1845.9575499999999,3311.88273,1864.62792,1523466055800.0,857728843200.0,Asia
UK,2013,624.49,26274.16,50.82,22.72,53.59,10.44,2331.62,0.42,262285800000.0,11035.1472,0.0037336386491376963,317.365818,141.884128,334.664191,65.196756,140558960220.0,27382637519.999996,Europe
Canada,2013,876.05,25761.63,66.59,77.38,36.29,20.19,1091.65,0.41,359180500000.0,10562.2683,0.001246104674390731,583.3616949999999,677.88749,317.918545,176.874495,130346603449.99998,72518542950.0,North America
Japan,2005,305.56,31749.54,43.87,74.44,40.55,33.34,4020.46,0.3,91668000000.0,9524.862,0.013157677706506088,134.049172,227.458864,123.90457999999998,101.87370400000002,37171373999.99999,30562111200.000004,Asia
Germany,2002,3771.26,35300.9,21.16,17.4,38.25,32.89,2002.26,0.23,867389800000.0,8119.207,0.000530926003510763,797.9986160000001,656.19924,1442.50695,1240.367414,331776598500.0,285284505220.0,Europe
Russia,2000,7483.43,17661.17,68.49,72.95,59.5,36.62,2154.21,0.11,823177300000.0,1942.7287,0.0002878639875030568,5125.401207,5459.162185000001,4452.64085,2740.432066,489790493500.0,301447527260.0,Asia
India,2015,1810.28,16853.34,67.71,72.36,21.39,28.33,1820.24,0.49,887037200000.0,8258.1366,0.0010055019113065383,1225.740588,1309.918608,387.218892,512.852324,189737257080.0,251297638759.99997,Asia
Canada,2003,6097.94,13851.06,25.82,54.41,35.27,38.27,1484.17,0.13,792732200000.0,1800.6378,0.00024338875095524063,1574.4881079999998,3317.8891539999995,2150.743438,2333.681638,279596646940.0,303378612940.0,North America
India,2000,2959.4,27667.9,75.8,47.08,58.74,26.73,3029.64,0.16,473504000000.0,4426.8640000000005,0.0010237345407852943,2243.2252,1393.28552,1738.35156,791.04762,278136249600.0,126567619200.0,Asia
Canada,2016,7990.23,18327.71,57.16,25.22,34.78,25.01,979.65,0.39,3116189700000.0,7147.8069,0.00012260598255619675,4567.215467999999,2015.1360059999997,2779.0019939999997,1998.3565230000002,1083810777659.9999,779359043970.0001,North America
UK,2017,8004.12,27245.51,25.09,18.5,35.94,15.92,3857.69,0.21,1680865200000.0,5721.557099999999,0.000481963039034897,2008.233708,1480.7622000000001,2876.680728,1274.255904,604102952880.0,267593739840.0,Europe
UK,2007,7776.6,20596.25,60.42,52.45,45.25,33.37,2434.41,0.31,2410746000000.0,6384.8375,0.0003130429750790834,4698.62172,4078.8267000000005,3518.9115,2595.05142,1090862565000.0,804465940200.0,Europe
Australia,2001,5295.85,41918.34,24.86,67.54,56.29,30.76,4423.76,0.39,2065381500000.0,16348.1526,0.000835325773955078,1316.5483100000001,3576.8170900000005,2981.0339650000005,1629.0034600000001,1162603246350.0002,635311349400.0001,Australia/Oceania
China,2017,2917.21,4119.95,27.54,58.21,31.78,23.82,4697.51,0.3,875163000000.0,1235.985,0.0016102748859355342,803.3996339999999,1698.107941,927.089338,694.8794220000001,278126801400.0,208463826600.00003,Asia
India,2015,8113.5,28824.42,77.08,22.66,57.9,12.61,1945.72,0.27,2190645000000.0002,7782.5934,0.00023981265791581932,6253.8858,1838.5191,4697.7164999999995,1023.11235,1268383455000.0,276240334500.0,Asia
Australia,2009,1942.4,28993.38,84.01,30.3,31.3,13.77,836.17,0.07,135968000000.00002,2029.5366000000004,0.0004304829077429984,1631.81024,588.5472,607.9712000000001,267.46848,42557984000.000015,18722793600.0,Australia/Oceania
Germany,2007,2968.62,19494.01,26.84,48.25,52.62,13.43,2551.04,0.27,801527400000.0,5263.3827,0.0008593353140516469,796.777608,1432.35915,1562.0878439999997,398.68566599999997,421763717879.99994,107645129819.99998,Europe
Australia,2011,1921.08,21340.53,83.88,53.75,31.03,21.27,1388.74,0.25,480270000000.0,5335.1325,0.0007228954546400982,1611.4019039999998,1032.5805,596.111124,408.613716,149027781000.0,102153429000.0,Australia/Oceania
USA,2021,6774.68,40106.5,25.3,15.06,22.92,14.77,2161.29,0.45,3048606000000.0,18047.925,0.00031902466241947957,1713.99404,1020.266808,1552.756656,1000.620236,698740495200.0,450279106200.0,
UK,2015,6893.74,14393.35,14.97,52.98,52.49,35.83,1918.34,0.25,1723435000000.0,3598.3375,0.0002782727518009092,1031.992878,3652.3034519999997,3618.524126,2470.0270419999997,904631031500.0,617506760499.9999,Europe
USA,2011,6559.85,43634.49,9.95,61.54,38.0,36.98,2279.84,0.33,2164750500000.0,14399.3817,0.00034754453226826834,652.705075,4036.93169,2492.7430000000004,2425.83253,822605190000.0002,800524734900.0,
India,2010,4214.45,44868.99,25.58,22.7,35.63,35.7,2517.9,0.4,1685780000000.0,17947.596,0.0005974445064005979,1078.05631,956.68015,1501.608535,1504.5586500000002,600643414000.0,601823460000.0001,Asia
Russia,2019,1091.69,32705.66,37.75,27.24,37.2,28.27,3155.77,0.26,283839400000.0,8503.4716,0.0028907198930099203,412.112975,297.376356,406.10868000000005,308.620763,105588256800.00002,80241398380.0,Asia
Russia,2018,9120.58,38756.46,83.84,28.12,44.46,27.89,68.88,0.17,1550498600000.0,6588.5982,7.5521512886241885e-06,7646.694272000001,2564.707096,4055.009868,2543.729762,689351677560.0,432434059540.00006,Asia
Germany,2000,5126.54,30840.9,25.58,75.79,30.51,36.73,1319.28,0.45,2306943000000.0,13878.405,0.00025734315932383244,1311.3689319999999,3885.4046660000004,1564.107354,1882.978142,703848309300.0,847340163900.0,Europe
Australia,2002,4129.02,26500.33,36.06,38.49,29.49,22.19,892.76,0.45,1858059000000.0002,11925.148500000001,0.00021621595439111458,1488.9246120000003,1589.2597980000003,1217.6479980000001,916.2295380000002,547941599100.0001,412303292100.00006,Australia/Oceania
Russia,2011,5929.37,48350.55,67.4,47.14,39.34,11.87,3566.71,0.45,2668216500000.0,21757.7475,0.0006015327092085669,3996.39538,2795.105018,2332.6141580000003,703.8162189999999,1049676371100.0002,316717298549.99994,Asia
Canada,2008,2008.63,14491.42,30.68,60.7,21.43,24.11,4170.02,0.17,341467100000.0,2463.5414,0.0020760518363262524,616.247684,1219.2384100000002,430.449409,484.28069300000004,73176399530.0,82327717810.00002,North America
Canada,2020,1412.23,8130.47,63.17,36.0,45.71,26.61,3642.49,0.19,268323700000.0,1544.7893000000001,0.0025792470065074385,892.1056910000001,508.4028,645.530333,375.79440300000005,122650763270.0,71400936570.00002,North America
Germany,2021,4114.7,14730.53,41.73,17.39,52.91,26.48,4874.59,0.46,1892762000000.0,6776.0438,0.0011846768901742533,1717.0643099999998,715.54633,2177.0877699999996,1089.5725599999998,1001460374199.9999,501203377599.99994,Europe
Japan,2004,2349.48,30923.97,21.7,55.8,49.1,14.77,432.38,0.11,258442800000.0,3401.6367,0.0001840322113829443,509.83716,1311.00984,1153.5946800000002,347.01819600000005,126895414800.00003,38172001560.00001,Asia
UK,2000,2518.47,9666.58,67.4,56.71,38.77,33.5,2350.53,0.35,881464500000.0,3383.303,0.0009333166565414716,1697.44878,1428.2243369999999,976.4108190000001,843.6874499999999,341743786650.0,295290607499.99994,Europe
Australia,2009,8935.86,45486.3,7.3,28.24,42.62,31.96,4501.88,0.18,1608454800000.0,8187.534000000001,0.0005037992985566023,652.3177800000001,2523.486864,3808.463532,2855.9008560000007,685523435760.0,514062154080.00006,Australia/Oceania
India,2016,5354.52,20845.71,29.85,12.47,21.05,16.9,1629.49,0.37,1981172400000.0,7712.9127,0.00030432046196484465,1598.3242200000002,667.708644,1127.1264600000002,904.9138800000001,417036790200.00006,334818135600.00006,Asia
Brazil,2003,4886.34,42573.16,35.28,56.57,56.49,26.54,4021.47,0.43,2101126200000.0,18306.4588,0.0008230024926632203,1723.9007520000002,2764.202538,2760.293466,1296.834636,1186926190380.0,557638893480.0,South America
Brazil,2014,6925.85,12837.21,43.95,59.24,42.32,33.71,2830.62,0.23,1592945500000.0,2952.5583,0.00040870362482583366,3043.9110750000004,4102.8735400000005,2931.0197200000002,2334.704035,674134535600.0,536981928050.0,South America
Brazil,2018,9520.33,16001.83,62.79,11.82,32.66,10.23,4893.86,0.12,1142439600000.0,1920.2196,0.0005140431056486487,5977.815207,1125.303006,3109.339778,973.9297590000001,373120773360.0,116871571080.00002,South America
Russia,2007,1210.77,3431.56,44.05,58.52,31.74,18.25,1886.56,0.38,460092600000.0,1303.9928,0.0015581489465381535,533.3441849999999,708.542604,384.29839799999996,220.96552499999999,146033391239.99997,83966899500.0,Asia
Japan,2022,8351.99,13259.5,55.52,75.72,46.39,24.16,2114.98,0.08,668159200000.0,1060.76,0.00025323066718231223,4637.024848,6324.1268279999995,3874.4881609999998,2017.840784,309959052880.0,161427262720.0,Asia
Japan,2014,5881.79,24770.53,55.64,22.51,43.37,35.35,860.84,0.06,352907400000.0,1486.2317999999998,0.00014635680634636736,3272.6279560000003,1323.9909290000003,2550.9323229999995,2079.212765,153055939379.99997,124752765900.00002,Asia
Australia,2006,1547.04,47333.78,36.73,46.49,27.51,33.97,840.22,0.44,680697600000.0,20826.8632,0.0005431145930292688,568.227792,719.218896,425.590704,525.529488,187259909760.0,231232974720.0,Australia/Oceania
Australia,2014,3041.78,19750.7,84.39,58.77,36.4,14.53,4311.96,0.42,1277547600000.0,8295.294,0.0014175778655918575,2566.9581420000004,1787.6541060000004,1107.20792,441.970634,465027326400.0,185627666280.0,Australia/Oceania
Japan,2007,4875.38,32167.32,86.25,26.11,47.05,23.88,2066.11,0.31,1511367800000.0,9971.8692,0.0004237844024465786,4205.01525,1272.961718,2293.86629,1164.240744,711098549900.0,360914630640.0,Asia
Germany,2022,6942.65,21671.65,54.46,62.61,31.91,19.14,3121.3,0.35,2429927500000.0,7585.0775,0.0004495833723434135,3780.96719,4346.793164999999,2215.399615,1328.82321,775389865250.0,465088123500.0,Europe
Australia,2009,2501.81,2816.2,11.09,70.77,40.37,22.04,3773.65,0.48,1200868800000.0,1351.7759999999998,0.0015083679416102742,277.45072899999997,1770.530937,1009.980697,551.398924,484790734560.0,264671483520.0,Australia/Oceania
Germany,2017,5395.3,25424.86,46.75,67.02,30.2,26.22,2219.3,0.08,431624000000.0,2033.9888,0.0004113394991937427,2522.30275,3615.93006,1629.3806,1414.64766,130350448000.0,113171812800.0,Europe
USA,2003,6878.25,3762.73,20.68,28.12,22.87,24.98,4771.23,0.15,1031737500000.0,564.4095,0.0006936691745720205,1422.4221,1934.1639000000002,1573.055775,1718.18685,235958366250.0,257728027500.0,
Canada,2014,4542.53,44243.15,46.07,66.3,35.53,14.25,4693.96,0.38,1726161400000.0,16812.397,0.0010333360484135494,2092.743571,3011.6973899999994,1613.9609090000001,647.310525,613305145420.0001,245977999500.0,North America
UK,2010,8643.96,37775.33,21.02,38.93,49.28,13.65,3416.59,0.17,1469473200000.0,6421.806100000001,0.000395257497720952,1816.9603919999997,3365.0936279999996,4259.743488,1179.9005399999999,724156392960.0,200583091799.99997,Europe
Australia,2021,8707.65,19243.25,64.83,28.65,28.55,13.91,4976.28,0.14,1219071000000.0,2694.0550000000003,0.0005714836953713114,5645.169495,2494.741725,2486.034075,1211.234115,348044770500.00006,169572776100.00003,Australia/Oceania
Japan,2002,4759.84,32190.82,11.84,21.76,50.18,35.24,63.11,0.25,1189960000000.0,8047.705,1.3258849036942419e-05,563.565056,1035.741184,2388.487712,1677.3676160000002,597121928000.0,419341904000.00006,Asia
Canada,2014,9731.96,6045.39,86.03,73.63,46.78,10.6,95.8,0.38,3698144800000.0,2297.2482,9.84385468086593e-06,8372.405187999999,7165.642147999998,4552.610887999999,1031.58776,1729992137439.9998,392003348799.99994,North America
Canada,2002,848.29,35276.47,21.61,39.88,40.29,16.07,384.3,0.14,118760600000.00002,4938.705800000001,0.00045302903488193895,183.31546899999998,338.29805200000004,341.77604099999996,136.320203,47848645739.99999,19084828420.0,North America
China,2014,133.29,41225.25,61.16,70.6,58.86,38.68,4720.42,0.24,31989599999.999996,9894.06,0.03541465976442344,81.52016399999998,94.10274,78.454494,51.556571999999996,18829078560.0,12373577279.999998,Asia
Japan,2005,3868.62,41176.41,82.94,21.17,55.34,11.98,3043.93,0.28,1083213600000.0001,11529.394800000002,0.0007868257931768952,3208.6334279999996,818.986854,2140.894308,463.46067600000003,599450406240.0,129768989280.00003,Asia
UK,2000,6050.86,14571.74,26.07,63.69,42.53,11.09,4642.23,0.13,786611800000.0,1894.3262,0.0007672016870329177,1577.459202,3853.7927339999997,2573.430758,671.040374,334545998540.0,87235248620.0,Europe
Japan,2013,6329.08,13555.44,84.42,17.7,42.31,21.62,679.14,0.26,1645560800000.0,3524.4144,0.00010730469515316602,5343.009336,1120.24716,2677.833748,1368.347096,696236774480.0,355770244960.0,Asia
Australia,2015,4816.81,26309.19,38.04,11.23,31.11,14.54,208.29,0.44,2119396400000.0,11576.043599999999,4.3242311820478696e-05,1832.3145240000001,540.927763,1498.509591,700.364174,659344220040.0,308160236560.0,Australia/Oceania
India,2000,1336.34,48404.72,86.65,79.65,56.81,26.97,2739.25,0.39,521172600000.0,18877.8408,0.0020498151667988685,1157.9386100000002,1064.39481,759.174754,360.4108979999999,296078154060.0,140560250219.99997,Asia
USA,2020,1787.93,46065.89,87.57,15.15,55.84,20.16,917.34,0.28,500620400000.00006,12898.449200000001,0.0005130737780561879,1565.690301,270.871395,998.380112,360.446688,279546431360.0,100925072640.00002,
Germany,2016,8536.27,18302.1,20.99,42.31,49.68,16.27,4306.18,0.11,938989700000.0,2013.2309999999998,0.0005044568646493141,1791.7630729999998,3611.695837,4240.818936,1388.8511290000001,466490082959.99994,152773624190.00003,Europe
India,2007,8692.32,39101.56,75.64,71.49,25.12,39.96,2131.03,0.06,521539200000.0,2346.0935999999997,0.00024516239623023547,6574.870848,6214.139568,2183.510784,3473.451072,131010647040.0,208407064320.0,Asia
